time;mode;I [W/m2];C;f;ha;v;Kb;Xb;Ae;Ac;beta [degree];N;m_dot [kg/sec];Cp;Tau;alpha;Ta [C];Ta [K];Tin [C];Tin [K];Tout [C];Tout [K];Tplate [C];Tplate [K];Ub [W/m2 K];Ue [W/m2 K];Fr;effi_thermosy;effi_forced;Ttank  [C];Pin [Kpa];Pout  [Kpa]
10:50:53;Thermosyphone;449.9982709639967;342.7604839963695;1.4633684622509886;9.49872411716217;0.9850264658565904;0.043323183440677156;0.04732662521502832;0.597830413158548;1.0011588478670086;60.00232297736907;1.0116355868659914;2.387371387489608e-06;4180.001105071775;0.8426167839765518;0.9498533763251228;34.574472830134916;307.5986700291112;31.423055128782718;304.5557433774039;34.207958611799924;307.02278792648895;36.47921351473803;309.7761052757328;0.8087340438537945;0.47759370327344863;0.00047812977740676276;0.00024186435729752325;0.42790125430534637;37.28748296141848;108.10209205923378;103.29790311520088
10:51:33;Thermosyphone;449.99393109271796;342.76048397013125;1.4651087474305637;9.506642658996128;0.987809252587043;0.04847361423348;0.0399779717575765;0.5991375615366371;0.9970610022204347;60.00114419857461;1.0081863631154377;2.3211180032424995e-06;4180.003498851019;0.8564994809780629;0.9647849203765011;34.62448385520532;307.6219973044258;31.981383468443536;305.2447783227499;36.994138028792875;310.5806959075889;40.52278788916571;313.62162135312366;0.807684735154697;0.49421849981343463;0.0006420255561157071;0.0008144378386729551;0.4283740652543352;37.48204990837182;108.0947612656871;103.29926332901674
10:52:49;Thermosyphone;449.98556321593924;342.76048400109363;1.4588809985934206;9.496844078351863;1.007236319863681;0.045807797415265666;0.07321408516900732;0.6061996776777313;0.9939059654135693;59.99438202407666;0.9916841889875799;3.462236147744706e-06;4179.994331671652;0.849297392262994;0.9674930261928967;34.691466987250756;307.70064754904536;32.4391389395887;305.67790955267725;39.858697703646754;313.17473604793526;45.02751306764912;317.95571128284075;0.8026136427919981;0.4816796936854723;0.001377183275974993;0.0008705039213863524;0.4258793299494399;37.307008082672745;108.103325883505;103.30052756762782
10:53:45;Thermosyphone;449.9997009340732;342.7604840636996;1.4527598615967818;9.51593060414263;1.0011511897260723;0.034837309907544974;0.038715521272076045;0.5984896944846116;1.0142332102616718;60.00816374496615;1.00688883864266;0.0;4180.007109642046;0.8555585241091984;0.9545007371559467;34.76265695846327;307.7763115105678;33.47451533334404;306.2992942309256;42.80050335063584;316.25262974635115;48.863804130740455;322.0287925914641;0.8009777634728869;0.467587106233643;0.000279241898617941;0.0;0.4262984391300661;37.500607227401794;108.10840663106848;103.30038882949812
10:54:40;Thermosyphone;449.98696736028285;342.7604839960165;1.459580081540141;9.51745720918371;0.9831908406197903;0.04990619679808822;0.05591354013815917;0.6153354619573812;1.0071238551807873;60.00052071185104;0.9947835034958185;0.0;4180.001954227649;0.8480830323100468;0.9802026733807964;34.83210527990414;307.85268286322577;33.70735635710118;306.99464511914954;45.834997221282926;319.08001363367663;53.34683642997409;326.2237385887506;0.7888275512093912;0.48457850399491537;0.0006563648938902018;0.00047908213443827516;0.4230887945388506;37.71636605222824;108.10032359565247;103.3009689216595
10:55:34;Thermosyphone;450.00609272320565;342.7604840093446;1.4778765773510052;9.502437030409721;0.9970403576722792;0.0411196703758303;0.06482768668437136;0.6011871248688679;1.005193776551392;60.01195731440332;0.9948714138977317;0.0;4180.002994231522;0.8522973479452397;0.9539198982143918;34.933576372579054;307.9282527012623;34.39268975303557;307.71971571855056;48.67598360991605;321.6087200792079;57.30107660268544;330.3599070531825;0.7925471710081013;0.4852294558689675;0.0006196813997757682;0.0;0.42431580420276205;37.69377855691933;108.09737626218784;103.30052735011886
10:56:21;Thermosyphone;450.0226601031065;342.76048393926175;1.4633014643140645;9.496937549802189;0.9989980245117017;0.059015889763832693;0.04991426848739206;0.6224094370377556;0.9955785203458646;60.00350512041348;0.995091524983251;0.0;4180.000624831265;0.8471742847465089;0.9620249158398643;34.9376471096646;308.02881377060413;35.10773626365971;308.4811699745449;51.45724764148082;324.8266598878516;61.9337640404208;334.345375620981;0.7850470022689174;0.47453490464663356;0.0005998695468716095;0.0006756049828556469;0.4251949254661684;37.4509356594881;108.09410118884236;103.29939769224029
10:57:23;Thermosyphone;450.0046566265317;342.76048393617526;1.4559981098831183;9.513981680913222;1.0212654813695043;0.045616866387847774;0.05309302312799502;0.5875979433201427;0.9915675712603249;60.000469158575065;1.0050319774081353;2.109409274403652e-06;4179.995217914448;0.8384805777157648;0.9522221815890008;35.027450462822635;308.0672431416533;35.47494776768836;308.8564653565656;54.62140497840896;327.95240740837755;65.50395770147834;338.8241548656847;0.7960099592821891;0.4725559601346791;0.0;0.0014882678125085322;0.4241148749731963;37.59304554168689;108.11226064460497;103.29995522270099
10:58:14;Thermosyphone;450.0030759155256;342.7604839927633;1.479510338477715;9.515066048030372;0.9860052036537944;0.03600153677714785;0.05428336538368288;0.6078318321504205;0.9865155293018663;59.97744438412978;0.9809363303123821;0.0;4179.998967968209;0.853452193761145;0.9523032522212094;35.095071848307676;308.07617653156825;36.402146997773066;309.55692785775807;57.631277909812326;330.7471419596938;69.59236971623719;343.02420205544536;0.7986363308847345;0.4733916361368193;0.0;0.0;0.41830468688102335;37.52984305326328;108.10091997329886;103.29949843549402
10:59:01;Thermosyphone;450.00371803824356;342.76048405599505;1.4567311765250497;9.494923663927903;0.9940855279757707;0.039302435618548376;0.03735234428958558;0.5987473931180192;1.0006118226433678;60.01844678687766;1.0094347376411337;3.7594799945766226e-06;4179.992870514589;0.8566992154323624;0.9486061752545007;35.19772460149178;308.2003561665019;36.89215826069241;310.3657195821327;60.477604691765386;333.2105912453607;73.86481569375802;346.83907560074084;0.8000137621581631;0.4846576479091418;0.0004958188193227045;0.0;0.419377720948555;37.64749597700734;108.10479048494638;103.30263495452436
