time,mode,irradiance_w_m2,c,f,ha,v,kb,xb,ae,ac,beta_deg,n,mass_flow_kg_s,cp,tau,alpha,ambient_c,ambient_k,tin_c,tin_k,tout_c,tout_k,plate_c,plate_k,ub_w_m2k,ue_w_m2k,fr,effi_thermosy,effi_forced,tank_c,pin_kpa,pout_kpa,time_minutes,water_liters_step,water_liters_cum
1900-01-01 10:55:34,Thermosyphone,450.00609272320565,342.7604840093446,1.4778765773510052,9.50243703040972,0.9970403576722792,0.0411196703758303,0.0648276866843713,0.6011871248688679,1.005193776551392,60.01195731440332,0.9948714138977316,0.0,4180.002994231522,0.8522973479452397,0.9539198982143918,34.933576372579054,307.9282527012623,34.39268975303557,307.71971571855056,48.67598360991605,321.6087200792079,57.30107660268544,330.3599070531825,0.7925471710081013,0.4852294558689675,0.0006196813997757,0.0,0.424315804202762,37.69377855691933,108.09737626218784,103.30052735011886,655.5666666666667,0.0,0.004902435323086088
1900-01-01 10:56:21,Thermosyphone,450.0226601031065,342.76048393926175,1.4633014643140645,9.496937549802189,0.9989980245117016,0.0590158897638326,0.049914268487392,0.6224094370377556,0.9955785203458646,60.00350512041348,0.995091524983251,0.0,4180.000624831265,0.8471742847465089,0.9620249158398644,34.9376471096646,308.02881377060413,35.10773626365971,308.4811699745449,51.45724764148082,324.8266598878516,61.9337640404208,334.345375620981,0.7850470022689174,0.4745349046466335,0.0005998695468716,0.0006756049828556,0.4251949254661684,37.4509356594881,108.09410118884236,103.29939769224028,656.35,0.0,0.004902435323086088
1900-01-01 10:57:23,Thermosyphone,450.0046566265317,342.76048393617526,1.4559981098831185,9.513981680913222,1.0212654813695043,0.0456168663878477,0.053093023127995,0.5875979433201427,0.9915675712603248,60.000469158575065,1.005031977408135,2.109409274403652e-06,4179.995217914448,0.8384805777157648,0.9522221815890008,35.027450462822635,308.0672431416533,35.47494776768836,308.8564653565656,54.62140497840896,327.95240740837755,65.50395770147834,338.8241548656847,0.7960099592821891,0.4725559601346791,0.0,0.0014882678125085,0.4241148749731963,37.59304554168689,108.11226064460496,103.299955222701,657.3833333333333,0.0012656455646421912,0.006168080887728279
1900-01-01 10:58:14,Thermosyphone,450.0030759155256,342.7604839927633,1.479510338477715,9.515066048030372,0.9860052036537944,0.0360015367771478,0.0542833653836828,0.6078318321504205,0.9865155293018664,59.97744438412978,0.980936330312382,0.0,4179.998967968209,0.853452193761145,0.9523032522212094,35.095071848307676,308.07617653156825,36.402146997773066,309.55692785775807,57.631277909812326,330.7471419596938,69.59236971623719,343.02420205544536,0.7986363308847345,0.4733916361368193,0.0,0.0,0.4183046868810233,37.52984305326328,108.10091997329886,103.29949843549402,658.2333333333333,0.0,0.006168080887728279
1900-01-01 10:59:01,Thermosyphone,450.0037180382435,342.76048405599505,1.4567311765250497,9.494923663927905,0.9940855279757708,0.0393024356185483,0.0373523442895855,0.5987473931180192,1.0006118226433678,60.01844678687766,1.0094347376411337,3.7594799945766226e-06,4179.992870514589,0.8566992154323624,0.9486061752545007,35.19772460149178,308.2003561665019,36.89215826069241,310.3657195821327,60.477604691765386,333.2105912453607,73.86481569375802,346.83907560074084,0.8000137621581631,0.4846576479091418,0.0004958188193227,0.0,0.419377720948555,37.64749597700734,108.10479048494638,103.30263495452436,659.0166666666667,0.0022556879967459737,0.008423768884474252
1900-01-01 11:01:05,Thermosyphone,449.9794446339537,342.7604840250964,1.437185722988849,9.51613600728542,1.0025334940282205,0.0285883121202296,0.0700990094709114,0.6064397087029086,0.9810885111104852,60.00293468117461,0.9926886009233462,4.046434240052693e-07,4179.995348053854,0.8637349388626865,0.9457671361181642,35.261479912335275,308.2954751162052,37.50325641409683,310.77464315193004,63.42501189380693,336.4244705427125,78.03675334838474,351.08594306789394,0.7905623249521688,0.4976201610489885,0.001005031450171,0.0,0.419057499910729,37.368444937698534,108.11362271430322,103.29979719785544,661.0833333333334,0.0002427860544031616,0.008666554938877413
1900-01-01 11:01:51,Thermosyphone,449.99815543299104,342.76048402010395,1.4551888336987409,9.507638538724771,0.9981678909017848,0.0482958729711852,0.0567238410934963,0.5988339019933882,0.9914022275957342,59.99059880009456,0.9925926317985924,0.0,4180.008657964213,0.849533976874896,0.9757010097757252,35.29888819678433,308.2496373890364,37.41890214635337,310.7053749042819,63.46909753163592,336.3805328175864,77.8905206612953,351.1388779099504,0.7954057215380262,0.4723157407708714,0.0,0.0017409818577782,0.4192544955696456,37.37792780212969,108.11680896366784,103.3013213085974,661.85,0.0,0.008666554938877413
1900-01-01 11:02:39,Thermosyphone,450.00481847309334,342.7604840237397,1.4638398033220097,9.513996946711966,0.994495180203636,0.0513273286218199,0.0420714640018863,0.5960346012300077,1.0119608717306037,60.008223754031114,1.000020975505984,0.0,4180.0056165982705,0.8436962730051677,0.9507611517179008,35.229476355927325,308.24919748285896,37.35186686476883,310.7922045908938,63.602087457402575,336.62404496204334,78.14431434803883,351.2164456556244,0.7939371585453485,0.4732998337822907,0.0008825617231631,0.0,0.4183778827233509,37.4340770184061,108.1275299866834,103.30029230903584,662.65,0.0,0.008666554938877413
1900-01-01 11:03:38,Thermosyphone,450.0113484807622,342.7604840074382,1.4531987024878277,9.487891450924424,1.0072184979685772,0.0452814654585168,0.0645080954489675,0.5925254516654819,1.000264180400857,59.99941307302406,0.9991238914075043,3.7776293239095065e-08,4179.982854605098,0.8582498553402566,0.9665320587133196,35.26287965194334,308.28893416601613,37.56268499208944,310.74577171903144,63.66528806800604,337.141524628826,77.65589536633186,351.21162805755864,0.7852916863255157,0.4541842921787681,0.0,0.0,0.4201020650377694,37.406954993821095,108.13552623324772,103.2983890925248,663.6333333333333,2.2665775943457037e-05,0.00868922071482087
1900-01-01 11:04:36,Thermosyphone,449.988980384755,342.7604840429747,1.446417570857327,9.492351725620214,1.0012274104540244,0.0402471122082786,0.0642469008875288,0.6012040728809316,0.9879216571163912,59.99439664725904,0.9942721605663216,2.6360780059116677e-06,4180.003837930088,0.8488060897698785,0.9686960722000338,35.22118103320929,308.2296537212661,37.62114661335771,310.92877730936885,63.73791065092866,336.8453220443403,77.79950961799074,351.2664640498045,0.7941235462575297,0.483436850178679,0.0,0.0010165031105994,0.4155455027980038,37.44251239620015,108.14935179447906,103.29815239767228,664.6,0.0015816468035470006,0.01027086751836787
